,att_all_ave,att_AD_ave,att_SCZ_ave,att_dat_ave
IN_SST:MAFB -> GRIN3A,0.36442971636206123,0.24661873690042438,0.18589584723662164,0.7254582184788284
EN_L2_3_IT:SRRM3 -> TENM2,0.8909974965548755,0.4250555081318306,0.6100771871778714,0.5510911838072364
Immune:RUNX3 -> TC2N,0.10378429836404966,0.16386798287707574,0.1352127795755059,0.14994190842836722
Micro:IRF8 -> SYK,0.49426385078251456,0.15578597255887683,0.2122133233500948,0.9749288218540548
Oligo:ETV6 -> SCIN,0.038248873117707055,0.5884940701468908,0.36331851961136263,0.001805402797762434
Astro:TCF7L2 -> GLI3,0.0008920482230757511,0.027694006973004535,0.012570967276374264,3.132187439807788e-05
Micro:IRF8 -> ALOX5,0.4891501695158015,0.7751348750461206,0.8011779240049285,0.16393669386505003
Micro:IRF8 -> RASGEF1C,0.03052528858394593,0.21677009973228203,0.46522297028897275,0.006159412986775617
Endo:GATA2 -> TGM2,0.8568189544085247,0.8247053162829431,0.40151215806250384,0.81619474844112
Oligo:IKZF1 -> CYFIP1,0.014355026849009613,0.18155048833899545,0.060309276546347636,0.005383163066759046
Oligo:ETV6 -> ENTPD1,0.5847014198507337,0.9243139456884315,0.6430917985030027,0.25624496298900024
Oligo:FLI1 -> ALOX5,0.34519022651391873,0.25008925194086606,0.18288340672291664,0.5814078504637372
Oligo:TCF12 -> BCAS1,0.14872669077047418,0.9751258201855421,0.17761956189626982,0.08505448660991796
Oligo:TCF12 -> VRK2,0.7754417374383477,0.18269367906346892,0.9223028102373908,0.25183621075458335
Micro:IRF8 -> TFEC,0.3030353773509548,0.6772720624235348,0.47735847421049893,0.1465469333101725
Oligo:IKZF1 -> SKAP2,0.16085339594506176,0.9701275533806104,0.4562657755306547,0.025423636923295856
Oligo:ETV6 -> SRGAP2B,0.13565252837058622,0.47092710222503986,0.6507492015070027,0.013306251260950069
Micro:TAL1 -> NCKAP1L,0.6561185247137735,0.5032098347532558,0.5908163998124686,0.8701639536032325
Micro:NFATC2 -> PALD1,0.14298764905895847,0.806188904975838,0.7463488381370786,0.03557497059220727
Micro:IRF8 -> TMEM156,0.1252547617933099,0.5568936361713933,0.5016941567529394,0.07337284760365825
Micro:IRF8 -> CSF1R,0.5224631542512441,0.08803004664707191,0.8429837312091524,0.7037958515450624
Micro:IRF8 -> NCKAP1L,0.8239814279996247,0.48634792136098903,0.32939035587074517,0.9043131403993754
Micro:REL -> TNFRSF1B,0.0388533124337298,0.3502061933511669,0.26171916459959366,0.022374532706831967
Endo:GATA2 -> CLDN5,0.9705962182306864,0.7513526021367782,0.7161031402626045,0.7310883772408824
Astro:TCF7L2 -> CSGALNACT1,3.054928342298392e-06,0.0027622303259301935,0.0009365333997681491,1.624865460797345e-08
PC:TBX2 -> NOTCH3,0.9969974934723405,0.40351075837051553,0.5413234764298963,0.8501903436296465
Oligo:RUNX1 -> C1QB,0.006871321041687474,0.010531340303742292,0.013544204756435328,0.007891764008225846
Micro:IRF8 -> ITGAM,0.6699708427924437,0.8737707551687983,0.8112494142222424,0.31674117529824325
Oligo:IKZF1 -> DOCK11,0.005813860388560923,0.1571313620722736,0.03090457328481136,0.0005438058334726417
Oligo:FLI1 -> CSF1R,0.30028030760254526,0.17141544859274277,0.12600743976100082,0.5651451328819189
Oligo:ETV6 -> HCK,0.023679180444939413,0.619984268943234,0.5227633733486545,0.002268056032491996
Micro:TAL1 -> SP100,0.06814498554182165,0.13758654917567825,0.3779773453553603,0.09470360154191353
Oligo:RUNX1 -> MAML3,0.11665245418206059,0.332409401802355,0.0716533707076309,0.11386505996861475
Micro:IRF8 -> OLR1,0.9132287075802064,0.6232830301450882,0.6745174729868235,0.8667800082571611
Immune:RUNX3 -> ITGA4,0.06857944556697175,0.05571053129837442,0.027995564314736855,0.31254848696755005
Oligo:ETV6 -> TBXAS1,0.02201443967725214,0.7254156787802906,0.8848072027583896,0.0012693374272541166
Astro:TCF7L1 -> TNC,3.217953252014966e-07,0.00023692219338851175,1.91502597271499e-05,7.980250401605627e-09
Oligo:FLI1 -> C3,0.14649769497305548,0.051292504772674836,0.07930414036114221,0.3348234724308329
Micro:IRF8 -> RUNX1,0.2736130141606215,0.03052853988998152,0.07686695033011615,0.8593032120897348
Oligo:FLI1 -> SP100,0.7146010527862487,0.32641146997133563,0.6306628768274005,0.9178478050828733
Oligo:RUNX1 -> MGAT4A,0.023037400643605217,0.0638833471924208,0.02460268407021427,0.023823654466505875
Oligo:IKZF1 -> SRGAP2,0.008799348246516995,0.02745572551624458,0.008425321531469285,0.007962919062907376
Oligo:FLI1 -> ZNF704,0.7951802411725677,0.5342683180199062,0.5843857735477005,0.8145621121003885
Oligo:IKZF1 -> ZFP36L2,0.4966094004431504,0.9716267909709526,0.8007474956347919,0.2611758774311225
Oligo:ETV6 -> CD53,0.07090543877474707,0.6162957482304598,0.8179830886717916,0.03504276130114683
Oligo:IKZF1 -> ARHGAP24,0.9063048340045541,0.7059124617998769,0.9418822619047087,0.6350558118274465
EN_L5_6_NP:ERG -> SAMD3,0.007602154239492059,0.04423675661903886,0.011325649346827752,0.0029278983786478717
Oligo:FLI1 -> TMEM156,0.7322142222615828,0.6471190693457751,0.6658485083411503,0.8239639335209807
Oligo:IKZF1 -> AKAP13,0.09351675719950175,0.1550942744221651,0.10420147778229209,0.0804873552017317
Oligo:RUNX1 -> CYFIP1,0.42577566915769727,0.33976749686135077,0.34997701370915124,0.564574115149025
Oligo:IKZF1 -> ANKRD44,0.33024403452332785,0.6562326734273034,0.5189189539023391,0.1796798039531038
Micro:IRF8 -> SP100,0.8115902679798227,0.9412604771879065,0.5026870770859329,0.9093459750648458
Oligo:FLI1 -> DDX60L,0.649441133030455,0.987799899069899,0.6403320636636232,0.5103599099723919
Oligo:FLI1 -> PELI1,0.3622278024319301,0.4234746440461886,0.21761044468472604,0.4631672718895282
Oligo:SOX10 -> BCAS1,0.0016330054121145954,0.08282239025519594,0.03711576244197476,0.00021608216449798049
Micro:TAL1 -> CX3CR1,0.5715314997198168,0.9937217220985953,0.2007524056195079,0.7124392964191903
Oligo:FLI1 -> TGFBR2,0.01548356515655931,0.034821425769412113,0.008786604671375986,0.019951345130732018
Oligo:IKZF1 -> TMEM156,0.07509723011862636,0.07345875654498432,0.040574177495108825,0.1502831267461712
Oligo:IKZF1 -> RHBDF2,0.2468433229359344,0.22433281855521353,0.11428910521284164,0.4492115872936254
Oligo:ETV6 -> SLC2A5,0.010920147001907883,0.1745791643599147,0.163543370154877,0.006876854339252787
Oligo:RUNX1 -> BLNK,0.0025916153321966793,0.0002743236717627627,0.00015438307442356948,0.042792844671872644
Oligo:RUNX1 -> ARHGAP24,0.12185418923375428,0.19940072037377266,0.15713551329610936,0.11763787848695119
Oligo:FLI1 -> SLC2A5,0.7304738279255235,0.7568553138013356,0.9141449603218628,0.6593824383550537
Oligo:TCF12 -> WIPF1,0.29322729180078094,0.46380743763188326,0.9616918698378754,0.04163736320160549
Micro:NFATC2 -> PIK3AP1,0.5879008755881836,0.2095319994540755,0.10453601793295547,0.9193087193830759
OPC:ZEB1 -> CA10,0.014093829601881828,0.040313424937419656,0.016986389612158974,0.010132258640700359
Astro:TCF7L2 -> IGFBP7,0.017736526577192647,0.08293107749286803,0.10016535509229872,0.004441316128180013
Oligo:RUNX1 -> RBM47,0.08389903818977425,0.049775126669274236,0.040184850300183525,0.2197660496246001
Oligo:FLI1 -> SLC11A1,0.3963351630562084,0.43734291915555823,0.3329915977414828,0.4676826261323511
Oligo:FLI1 -> CYFIP1,0.035367761228485554,0.07460553160679567,0.032643206778410254,0.032534289751249966
Oligo:RUNX1 -> ATP8B4,0.14771539850922694,0.04486394991504783,0.07247360179611739,0.4350630488099475
Oligo:RUNX1 -> PLCG2,0.06807589999573248,0.044723344973985044,0.06314840303959172,0.13297157306933685
Oligo:FLI1 -> LY86,0.05044655643904475,0.12473415004379551,0.11796021255798593,0.03044476525053474
Oligo:IKZF1 -> CD74,0.11903729829494078,0.04054974357291473,0.03262721095528793,0.32429307722310774
Immune:RUNX3 -> IKZF3,0.09640880975052793,0.11847872626907954,0.18140888296766075,0.10996518261645702
Oligo:SOX10 -> PLLP,0.25428305484650404,0.597250437091499,0.2967494542935886,0.21037008225303488
OPC:ZEB1 -> LHFPL3,0.00870053564790836,0.006387662243138503,0.0036981099713987568,0.047452164486974854
Oligo:IKZF1 -> BHLHE41,0.7876433863009468,0.8856623640591617,0.7902660337638358,0.7549503979848633
PC:TBX15 -> GJC1,0.5769763004988411,0.7186143080521801,0.7250084391857041,0.25417719460382077
Oligo:FLI1 -> RREB1,0.1436447076140176,0.03391188905330544,0.011362147578160281,0.5549655725226377
Oligo:IKZF1 -> SOCS6,0.7612659770011772,0.938840401626353,0.7578089843314824,0.6556614365752553
Micro:IRF8 -> LCP2,0.0800721807860029,0.25738254756501355,0.5556555118077602,0.06599842223391034
Micro:IRF8 -> ST6GAL1,0.3373951152380732,0.15673082702704963,0.29549796864085803,0.7234200792785352
Oligo:IKZF1 -> STK10,0.808489755414088,0.6644722692892977,0.9495720300356235,0.450007381018925
Oligo:FLI1 -> UTRN,0.5587741941002798,0.9576693640298056,0.8572837481819829,0.3068399080282904
Micro:IRF8 -> APBB1IP,0.3666663537448779,0.022258413535185543,0.0419130877270253,0.9585717012374602
Oligo:IKZF1 -> BNC2,0.5378560227296802,0.3646070232307064,0.32786724671897893,0.8209521213582885
Oligo:RUNX1 -> TLR2,0.013678036861243841,0.027349421343362722,0.00734397537661423,0.02050669259473538
Oligo:IKZF1 -> CD53,0.44186357865185466,0.6203940649228175,0.46760618217000127,0.4077792630015945
Oligo:RUNX1 -> HS3ST4,0.0798603495771434,0.17901202153980206,0.04596593928997244,0.10380966538805797
Micro:TAL1 -> LAPTM5,0.1364054463716638,0.20760488699105603,0.0941795268089574,0.18212819847784695
Oligo:ETV6 -> SUSD6,0.4535951908518707,0.3847506297436706,0.44142064723524566,0.0631863161788474
EN_L2_3_IT:SRRM3 -> XKR4,0.901146227217616,0.5713210504661383,0.6213969389485187,0.6677010951960777
IN_SST:MAFB -> DLX1,0.6220066579617525,0.10661216667681345,0.5975167211232768,0.7431849748006583
Astro:TCF7L1 -> UTRN,0.00010189610895240298,0.020742608612111267,0.005619760963548719,1.6822571816174062e-07
Oligo:ETV6 -> MSR1,0.21764095022482918,0.8462696415439723,0.8911523258026943,0.04307199176748049
Oligo:IKZF1 -> ABCC4,0.1193779058520399,0.20260062728153605,0.061983063763536676,0.17027239727976667
OPC:SOX6 -> PTPRZ1,0.06258021820211856,0.30805549154606915,0.2441579947734013,0.016188507378326247
Oligo:IKZF1 -> DENND3,0.08840361082021331,0.7905370524568722,0.2767502811059884,0.02411813342372203
Micro:NFATC2 -> VAV1,0.25891477225299764,0.8317022108925212,0.5251953942047844,0.23353505699523733
Oligo:RUNX1 -> TGFBR2,0.053597337196036945,0.06624134778487946,0.13186449753170895,0.04755032379815904
Oligo:RUNX1 -> DISC1,0.0002706028310643087,0.008573248219311753,0.00020954635053068945,0.00010278312985648473
Micro:IRF8 -> SRGAP2-AS1,0.19079108453074928,0.04353315519597519,0.10660968956890497,0.48090156204304735
Oligo:RUNX1 -> PTPRC,0.008927143893582911,0.003129141454690806,0.0004323809382806495,0.06700559350477686
Micro:IRF8 -> ALPK1,0.2212205955615359,0.1473173748894349,0.16529988591065403,0.3539438525855769
Oligo:IKZF1 -> IFI16,0.22625647463648202,0.46463336908588126,0.27424746040740483,0.17083760324363256
Oligo:FLI1 -> DOCK2,0.022113649451948297,0.08235158792417839,0.009743263455888603,0.02593192696120671
Oligo:IKZF1 -> SYTL3,0.413634529154274,0.1343974359088722,0.1635123914961211,0.9541088249763217
Oligo:FLI1 -> ZFP36L2,0.11607122959914032,0.5589181477525744,0.3468618378273931,0.03724674982540652
Immune:RUNX3 -> PYHIN1,0.1752570078514349,0.08756591942264991,0.08274644864845636,0.6103836633665671
EN_L2_3_IT:SRRM3 -> RBFOX3,0.39462064483030335,0.24390176105822628,0.3217723753538049,0.6429680044850599
Oligo:TCF12 -> CREB5,0.013544554333892586,0.2719847694990016,0.06482321075471684,0.003799874211233861
Oligo:IKZF1 -> LPAR6,0.47476341263858624,0.43207489104933416,0.22926095652261333,0.6991348195558427
PC:TBX15 -> SLC6A12,0.40094974922760196,0.25827326071548395,0.14918173582453145,0.6061547975841968
Oligo:FLI1 -> ANKS1A,0.06433361536579314,0.03828384942535846,0.037035517988613154,0.1568030736636616
Oligo:FLI1 -> AOAH,0.302545630134441,0.2703500426195292,0.06947993335220817,0.5965489056858363
Oligo:RUNX1 -> CHST11,0.004285988020321099,0.0540801395359703,0.010231497776303972,0.0011539511715590988
Oligo:FLI1 -> IFI16,0.28267615152707987,0.14468616164488124,0.12209099615157955,0.5836129719572547
OPC:ZEB1 -> SMOC1,0.005742655934326803,0.016197297091243124,0.00553944676429892,0.00642405836770734
Oligo:FLI1 -> TNFRSF1B,0.4213209329691904,0.5132628718347442,0.1771882541408867,0.576256939497864
Micro:IRF8 -> HK2,0.04363733204884631,0.09000685178030754,0.07262034729001242,0.07788636254296154
Oligo:FLI1 -> LAPTM5,0.2411233786010752,0.3249519896901195,0.14484528594542212,0.30548955540044476
Micro:IRF8 -> LY86,0.11128332030454359,0.36158501021246137,0.9196703597452518,0.07359165640350032
Oligo:RUNX1 -> SCIN,0.007073536769808212,0.006535058850978431,0.004251151238792744,0.017336898566461617
Micro:IRF8 -> AOAH,0.5944364219076469,0.5269553841878145,0.6392844398835967,0.645360944929539
Oligo:ZNF536 -> ANO4,0.3366227903951282,0.7699699309363607,0.7509800130024088,0.11652473372037961
Oligo:FLI1 -> ADAM28,0.8812768689813002,0.908014977465253,0.8542656165978888,0.787214015124718
Micro:TAL1 -> SH3TC1,0.845740384793195,0.9415439575531271,0.2622006455585351,0.5007681867608975
Astro:TCF7L2 -> PDLIM5,6.371844066634499e-06,0.0026435577942554747,0.000802797984192923,3.2380050771409225e-07
Oligo:ETV6 -> IRAK3,0.9341934197553046,0.05115546053065959,0.35549352981517757,0.29190355028974113
Oligo:RUNX1 -> FGD4,0.0042560071990984365,0.02833285324841445,0.0008881988733333765,0.007723018571095733
Oligo:FLI1 -> SH3TC1,0.965279257380059,0.7257530115314615,0.7978457260745435,0.705402129857377
Endo:GATA2 -> ERG,0.03148446700522,0.018157860829171597,0.09247911511985986,0.037646117461815364
Micro:IRF8 -> KCNK13,0.541539308640705,0.8654745039279177,0.7835891348636894,0.24196972438408468
Oligo:FLI1 -> GPCPD1,0.31841033423560927,0.42305626175152744,0.34653088940423027,0.28989985754764386
Oligo:FLI1 -> DISC1,0.04374391851109652,0.0775503905281287,0.11170764771629164,0.04065034093275801
Oligo:IKZF1 -> FAM149A,0.2905066971224226,0.25870916490389767,0.18314428948293668,0.4641400051487278
Astro:FOXO1 -> LINC00598,1.4599267037131269e-05,0.0015323488357284205,7.649423612782511e-05,3.008798177769874e-06
Oligo:RUNX1 -> DLEU1,0.0234100990817056,0.031994344053570135,0.034535941390246544,0.030691055756285716
Oligo:FLI1 -> SAMSN1,0.6391906609666074,0.37986135022416867,0.46412502200845573,0.9658380689687664
Astro:TCF7L2 -> ATP1A2,0.06912152413345835,0.3856791577328318,0.3349694602404989,0.011612312944040113
Oligo:FLI1 -> HERPUD1,0.054524781303526705,0.07683975555208421,0.025839923134075744,0.08319777567211963
Oligo:IKZF1 -> A2M,0.4956781566994535,0.7483068567623472,0.4600045242154299,0.45238169931298144
Oligo:IKZF1 -> SRGAP2C,0.3806471862309947,0.9933694948491072,0.5993183758898588,0.1410481438375631
Astro:TCF7L2 -> PARD3B,0.001024236906113653,0.0640358585059421,0.025576719856813774,1.419908208253908e-05
Oligo:RUNX1 -> SLC11A1,0.8408562417968856,0.9741200850056778,0.8709577060717546,0.7997600736470184
Oligo:TCF12 -> KCNH8,0.23064561183466742,0.47536063780522586,0.29847095286417036,0.19919237190519098
Oligo:FLI1 -> TBXAS1,0.11470575686263326,0.18232408314524193,0.06628500033290778,0.17151146149571558
Astro:FOS -> JUNB,0.561478205055889,0.47292816453221753,0.6440930436996715,0.600162232646124
Oligo:ETV6 -> MYO1F,0.06173602315716033,0.22774661997197965,0.6394519147943598,0.007272845704968641
Micro:IRF8 -> SLC2A5,0.3776791612095892,0.19266581953039486,0.19125658456844039,0.6980631956802673
Oligo:SOX10 -> ATP10B,0.0241427610147333,0.1282243216016216,0.08033109649816038,0.012891503578290619
Oligo:RUNX1 -> A2M,0.8803025390593537,0.9031624624423726,0.7048976321174036,0.970257409578092
Micro:IRF8 -> P2RY12,0.786737871233469,0.41353843671133994,0.4969087144021339,0.8794009615255589
Oligo:FLI1 -> ST6GALNAC3,0.2694165751396505,0.24369410496042584,0.1474760978853107,0.4089946718673614
Oligo:FLI1 -> INPP5D,0.07210307888156324,0.02929840634457224,0.03984640486383931,0.2024331698236091
Oligo:ETV6 -> PIK3R5,0.005496043569269701,0.569879391666041,0.9311045636903004,0.0007563070944833454
Astro:TCF7L1 -> CD44,0.052966379143716595,0.30718607112885743,0.21494768931338393,0.007212595186224457
Oligo:FLI1 -> ZC3HAV1,0.49619852103352935,0.6755619915062061,0.7034771608511525,0.36880684499045047
Oligo:FLI1 -> USP6NL,0.03746443391273031,0.061315413357445975,0.017556191812007304,0.06346294884011316
Immune:RUNX3 -> CD247,0.0811144478930891,0.04890547579491489,0.03657036588599133,0.34528040445325914
Endo:KLF2 -> MECOM,0.16524218614519148,0.39974157349606987,0.40246543640876775,0.16638452660108843
Oligo:FLI1 -> LPAR6,0.23065538955152512,0.2111080190354682,0.1864562219370016,0.313477333570992
Micro:IRF8 -> FLI1,0.29353601328106976,0.5730232307134984,0.2515990111971698,0.3812005663383121
Micro:IRF8 -> ADCY7,0.16314558263515877,0.47276625824200735,0.25894298424766554,0.08873298990048606
Oligo:RUNX1 -> CPVL,2.0373787684590116e-06,1.0937581762595058e-06,1.4319174010131878e-06,8.739779212261686e-06
Oligo:FLI1 -> LCP2,0.9467340445962649,0.6737342138720612,0.8452049760520055,0.8089757816493934
Oligo:RUNX1 -> LDLRAD4,0.002676506030481238,0.003381235879557715,0.003933659012378545,0.005123680059039463
Micro:IRF8 -> RBM47,0.9290891620981729,0.43798081991861837,0.380093407213143,0.6123505231224105
Oligo:FLI1 -> MAML3,0.0832160505828921,0.19808593568303065,0.03248231043375009,0.1044034157466955
Oligo:IKZF1 -> DLEU1,0.6175094543748696,0.7974179066487475,0.39503436810157255,0.6884256187902738
Micro:IRF8 -> ITGAX,0.00013937635884012458,0.04002596491602774,0.01061986840125824,0.00015128574162031464
Micro:IRF8 -> CSF3R,0.2976007295408147,0.15822699242791924,0.04562101310650945,0.6844146921909433
Micro:NFATC2 -> MYO1F,0.14716397550734073,0.11423515843712087,0.36396632617636704,0.05217606560089418
Astro:TCF7L1 -> TCF7L2,0.015167100941664098,0.12432146790078553,0.21281175187879783,6.976203051894223e-07
Micro:IRF8 -> CD74,0.41382506981984646,0.9334614605450298,0.9675279742591902,0.1823278776636005
Oligo:ETV6 -> NFATC2,0.016562292682320692,0.2722548910886346,0.8498083893321964,0.0013392866410390136
Oligo:IKZF1 -> DOCK2,0.0433378281886954,0.08098357138462038,0.07830693039190816,0.03539928992612039
Micro:NFATC2 -> LY86,0.5202111007872811,0.23916653638966212,0.015989556957246152,0.8876675418200537
Oligo:IKZF1 -> DISC1,0.18173027613563406,0.8585004254278276,0.566614884074665,0.0368872816866606
Oligo:ETV6 -> ARHGAP24,0.041602788943443915,0.5337919468791354,0.7658696493144084,0.0033844308534401635
Oligo:ETV6 -> MEF2A,0.13259642509335476,0.9086873181379437,0.9993348115483021,0.02996557816511068
Oligo:IKZF1 -> DLEU7,0.767156240183995,0.9491206565944432,0.809434611029963,0.6209592601082043
Oligo:FLI1 -> PIK3R5,0.06090934698880396,0.11447230917675091,0.03811850423396133,0.07536669016953632
Micro:TAL1 -> SYK,0.6982362104337987,0.9038616525987313,0.7578052940198732,0.4197935058491835
Oligo:ETV6 -> WDFY4,0.02755297578013566,0.8938525474638138,0.849474324340163,0.0013458219412968932
Micro:IRF8 -> SH3TC1,0.08213068743278926,0.264215561908955,0.18298162356387096,0.10196397736882694
Oligo:IKZF1 -> MEF2A,0.7334323205642177,0.4254573984585105,0.6335484694056593,0.94423409886187
Micro:IRF8 -> VAV1,0.239657108554953,0.16041150855831984,0.09571272752704482,0.4825892747961633
Oligo:RUNX1 -> C3,0.24979040422398124,0.21557174643687282,0.3356944500654915,0.30692328964974536
Oligo:RUNX1 -> DOCK11,0.016790949591096813,0.22931940410234744,0.07363004361130442,0.006159011600861184
Oligo:FLI1 -> GAB3,0.8314885433298018,0.8643441122879224,0.6090304584937618,0.9455497194253658
Immune:RUNX3 -> ITK,0.44421332306915284,0.1277607364289597,0.125995608852726,0.6697071581069203
Micro:TAL1 -> INPP5D,0.28812171706470247,0.15819365627717444,0.6669747610985257,0.31898991748153527
Oligo:FLI1 -> USP53,0.06108761647536132,0.027432038859444532,0.0133094907412084,0.18305317266816348
Oligo:FLI1 -> B4GALT1,0.5489307253452437,0.42781642730836644,0.2552517854134255,0.8887539447468285
Oligo:FLI1 -> IL6ST,0.01164516306379333,0.014653790436990983,0.008726086592877923,0.018817495398837706
Oligo:RUNX1 -> IFNGR1,0.15517711478456286,0.1520118580717029,0.1255614412508187,0.20621639135640477
Micro:IRF8 -> INPP5D,0.723816522569214,0.7485651762822323,0.25375198123386744,0.7272214602003446
Oligo:ETV6 -> SLA,0.27391322810409957,0.10378657750348416,0.14123227191895366,0.040391477763257994
Oligo:ETV6 -> TFEC,0.24257548180286845,0.37383436466960185,0.31006156678508207,0.028657115728108834
Oligo:IKZF1 -> ARHGAP22,0.18424784955013387,0.125860062495636,0.3259675430687372,0.23074984927441533
PC:TBX15 -> NR2F2-AS1,0.6489102457035436,0.42165626457018635,0.3646008506586751,0.9236445871034201
EN_L2_3_IT:SRRM3 -> KHDRBS2,0.9482753950111817,0.325110895146824,0.3727061018777523,0.3718095606370041
Oligo:FLI1 -> PPARD,0.2175466922266643,0.41444763075811164,0.33131651642744475,0.1836734780064244
Micro:IRF8 -> ABCC4,0.9829160378024208,0.9359571832327898,0.5492240862464511,0.7989174240347817
Oligo:JUND -> PTMA,0.01511322295844407,0.8496990333176739,0.5278834470016367,0.000542242200841033
Oligo:ETV6 -> DENND3,0.00228011044989943,0.1538246717824,0.08021747378586998,0.0011727628100008602
EN_L5_6_NP:ERG -> SLC7A5,0.2804216436897141,0.5285460140408305,0.6235192108124196,0.11498804382523407
Micro:TAL1 -> IKZF1,0.7945541062697963,0.5692952213427126,0.5064425337077176,0.7964452505516458
OPC:ZEB1 -> MYT1,0.0017639511589310059,0.009258574066533937,0.003423694968829301,0.0006241363145034697
Astro:TCF7L2 -> PRDM16,0.15531479965458475,0.7130998795288288,0.6627075853152453,0.00019211680471188406
Oligo:ETV6 -> PTPRC,0.1282236055116774,0.4914789710012172,0.2949434278129212,0.011406620738250616
Oligo:FLI1 -> PALD1,0.7777927109973739,0.5983105530309543,0.6106146178355975,0.9815320923232038
Oligo:FLI1 -> HLA-B,0.8031782559852725,0.8115809838081143,0.8939114972798924,0.763486833520389
Oligo:FLI1 -> CSF3R,0.7704070259675972,0.9418376664185888,0.8901677912226539,0.6502049100157605
Oligo:FLI1 -> TM6SF1,0.035450701258206825,0.14942493849250077,0.06683731720963294,0.016486032774286768
Oligo:FLI1 -> HLA-E,0.24176026874390372,0.1609151413199182,0.27272728605624413,0.3836709145598576
Oligo:ETV6 -> IL13RA1,0.06153819193147357,0.755907430148397,0.7751575217334534,0.0033545787540078496
